"id","date","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267","f268","f269","f270","f271","f272","f273","f274","f275","f276","f277","f278","f279","f280","f281","f282","f283","f284","f285","f286","f287","f288","f289","f290","f291","f292","f293","f294","f295","f296","f297"
"fe8e6d1092c0926d54d5a5aab6d6d8942c0925312e39c88d1177a490b4e74a86","20180115","1","0","1","1","50301","0","6","2","1","1","1","1","1","2","0","2","2","1","2","0","0","1","1","1","1","0","1","0","1","0","0","1","0","0","0","","","","","","","","","","","","","1","0","0","1","0","1","5","5","35","51","52","2","1","6","8","8","2","2","61","5","6","6","10","56","54","71","54","71","5","6","6","5","56","71","6301","67883.4","87884.4","6300","16362.2","2","2","1","1","1","2","2","2","2","1","2","2","6","8","7","5","11","55","71","72","5","11","55","72","1","2","1","1","1","2","2","2","1","1","1","2","2","2","2","1","2","1","1","2","1","1","2","3","1","1","1","1","2","1","1","2","2","1","1","1","1","2","2","2","1","1","1","61","2","1","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","1","2","3","2","3","2","2","2","2","1","2","1","1","2","2","1","1","1","1","1","1","1","2","1","6","5","5","11","56","71","71","2","1","1","2","6","5","6","5","1","1","2","1","1","2","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","2","1","1","6","5","6","5","5","2","2","2","1","2","1","1","1","2","1","1","1","1","1","17","2","1","3","2","2","1","1","2","1","2","0","2","1","1","2","2","2","1","8","1","1","2","1","2","1","2","3","2","1","2","1","2","2","2"
"75a6a0fee2bf767d62ed4517bb100b4aa8c10da2d6d7b85878ce6ee4aba9ad51","20180113","1","1","2","1","","1","5","2","0","1","0","1","1","0","1","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3","3","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","3","4","3","4","4","9","2","3","3","3","2","3","3","4","2","2","4","2","1","1","1","3","3","3","22","22","1","2","2","14","13","2","3","4","22","22","1","3","2","13","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1c786dcb18dba07f986b664512b554f089091625835cacfb1cfb7bf3077e1097","20180119","0","0","1","1","100808","0","2","1","1","1","1","2","2","1","1","1","1","1","2","1","17","1","88","0","0","1","1","0","0","0","1","1","0","0","1","","","","","","","","","","","","","1","6","1","42","0","0","2","1","7","12","12","2","2","6","9","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","1","1","2","1","2","2","1","1","2","1","2","4","5","5","2","1","2","3","5","7","6","2","1","1","1","2","2","2","2","2","1","1","2","2","1","1","2","2","2","2","2","4","11","27","44","44","1","2","1","1","2","2","2","2","1","2","2","1","1","1","2","1","1","2","2","1","2","1","1","1","2","2","1","3","1","1","2","1","3","1","1","2","3","6","2","2","2","2","6","2","2","1","2","1","2","2","1","2","2","1","1","2","1","2","2","1","2","1","1","1","1","1","1","47","181","296","322","351","19","58","87","97","101","301","302","301","70","301","207","206","206","50","206"
"81d59991505942c91533ef060e67f66c774dfb0415bdb0ee350f4b96ff21b750","20180203","0","1","0","0","100811","0","4","2","1","0","1","1","1","2","1","1","2","1","1","0","2","1","8","0","0","1","0","1","0","1","1","0","2","0","1","","","","","","","","","","","","","0","1","1","1","1","0","1","1","1","6","16","2","2","2","3","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","3","2","1","2","2","2","2","1","2","1","1","1","2","2","2","1","1","2","1","2","5","4","1","2","2","1","2","1","1","2","2","1","1","2","2","1","2","2","2","2","1","2","1","2","5","26","44","2","2","2","3","1","2","1","2","2","1","1","1","2","1","1","2","2","2","3","2","2","1","3","1","2","1","1","2","2","2","2","2","1","1","2","2","2","10","2","2","2","2","7","2","2","1","1","1","2","2","2","1","1","2","2","1","1","1","2","2","2","1","2","0","0","1","2","81","180","301","383","831","29","61","87","110","120","302","303","310","155","301","183","184","184","93","183"
"6f841c3ac2b2c12d8a23cb76f0fb8feca702d9c9d4d55f6030262460c0acfb68","20180107","1","0","0","0","100108","0","6","2","1","1","0","1","0","0","1","1","2","2","1","0","0","0","1","0","1","0","1","1","0","1","1","","","","","2","2","2","2","2","1","2","1","1","2","1","0","","","","","1","0","","","","","","","","","","","2","1","2","2","2","2","2","1","1","1","0","0","2","2","2","1","4","4","6012","6078.8","6078.8","6011","6078.8","1","1","2","3","2","1","2","1","2","3","3","3","3","2","2","2","2","2","2","2","2","2","1","1","1","1","2","1","1","1","1","2","2","1","2","1","2","2","2","2","2","1","2","1","1","1","1","1","2","1","1","2","2","2","2","1","2","2","2","2","2","1","2","1","1","2","2","1","1","2","1","1","1","2","2","2","1","1","1","2","1","1","1","2","2","1","2","2","2","1","1","1","2","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","2","2","1","2","1","1","1","1","2","2","1","1","2","1","2","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","2","1","2","2","1","2","1","2","2","1","1","1","2","1","1","2","2","1","2","2","2","2","2","1","2","2","1","1","0","1","0","2","1","1","2","1","2","2","2","1","1","1","1","1","1","1","2","2","2","1","2"
"368c8d09b5c242a7e17aa854f76f23cad6c8a5e438708d7733e3f483d7c5d5df","20180107","1","1","1","0","","2","2","1","0","1","0","1","0","2","1","0","0","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","3","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3","2","3","5","5","5","5","3","3","2","2","2","3","2","3","3","2","3","1","1","1","2","4","5","5","5","4","2","3","3","2","2","5","4","5","5","4","2","3","2","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77b27e29a4c10eb00b4322e799b28d394eca67483a3d94ef868c1954a03bfe5d","20180105","0","0","1","0","100809","1","2","1","1","1","1","1","0","0","0","1","0","1","0","1","0","1","1","0","1","0","1","0","1","1","0","0","1","1","0","","","","","","","","","","","","","0","1","1","1","1","1","1","2","1","2","1","2","1","2","1","1","2","1","1","2","2","2","2","2","0","1","0","0","1","2","2","2","1","1","10","11","10","11","11","2","1","2","1","2","2","1","1","2","2","2","2","1","2","1","1","2","1","1","2","1","1","2","1","1","1","1","1","1","1","2","1","2","2","2","1","1","2","2","2","2","1","1","1","1","2","1","2","2","2","1","1","1","2","1","1","2","2","1","2","1","2","2","2","1","1","2","1","1","2","1","2","2","2","1","2","1","1","1","1","2","2","2","1","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","1","1","2","2","2","2","2","1","1","1","1","2","1","1","2","2","1","2","1","1","2","2","2","1","2","2","1","1","2","2","2","1","1","1","2","1","1","2","2","2","2","1","1","2","1","1","2","2","1","2","2","2","1","2","1","1","1","1","1","2","1","1","1","2","1","2","1","2","2","1","2","1","1","2","1","1","2","2","1","0","1","0","1","2","2","2","1","2","2","1","2","1","2","2","1","1","1","1","2","1","2","1","2"
"ad7457213e0a9b7711e61da87bdfac1b47663e75d42408e7927f282e14c9d3f2","20180112","1","0","0","1","100809","0","2","1","0","0","1","1","1","2","1","1","1","1","2","0","24","0","139","1","1","1","0","1","0","0","1","1","2","0","2","","","","","","","","","","","","","0","2","0","3","0","1","1","1","11","11","12","2","2","6","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","2","2","1","1","2","1","1","1","2","2","1","3","3","3","1","2","3","3","5","4","4","1","1","2","1","1","1","2","2","1","2","1","2","1","1","1","2","1","2","1","4","4","15","39","40","39","1","1","2","1","1","1","1","2","1","2","2","2","1","1","2","2","1","1","1","2","2","2","1","1","1","2","2","2","1","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","1","2","2","2","1","1","1","4","5","2","3","3","2","1","1","2","2","2","1","1","2","1","1","56","262","302","302","301","30","128","143","143","143","301","302","301","156","302","245","244","244","125","244"
"de4c66ceb871b2e03ae74e6e24363b1b1be1c1ebd19a519fda947b5f18a61dae","20180202","1","1","1","1","100115","1","7","1","0","1","0","2","1","2","0","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","1","1","1","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","2","1","1","1","2","2","2","1","2","2","2","2","2","2","2","1","2","1","2","2","1","1","3","3","5","1","2","1","2","1","2","1","1","1","1","2","2","1","1","1","1","2","1","1","2","1","1","2","2","1","1","2","1","2","1","2","2","2","1","2","2","2","1","1","2","1","2","1","2","1","1","2","1","1","2","2","2","1","1","2","2","2","1","2","1","1","1","2","0","1","0","2","","","","","","","","","","","","","","","","","","","",""
"bc133b75dbecef405c205f75e69a1e920fd0f957a04330c3dd1329a38493398b","20180105","0","0","0","1","100802","1","6","1","2","2","2","2","2","0","1","1","0","0","1","1","0","1","0","1","0","1","1","1","1","1","1","0","0","0","1","","","","","","","","","","","","","1","0","0","1","1","1","3","4","3","3","3","1","2","1","1","2","1","1","6","6","5","6","5","5","2","2","2","2","4","5","4","4","4","5","119.4","120.4","120.4","120.4","119.4","2","2","1","1","1","2","1","1","1","2","2","1","1","2","2","4","5","4","5","4","4","3","4","3","2","2","1","1","2","1","1","2","1","1","2","2","2","1","1","1","2","1","2","2","2","1","2","2","1","1","2","1","2","2","2","1","2","2","2","1","1","2","2","2","1","2","1","4","2","1","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","1","2","1","1","2","2","2","2","2","1","1","2","1","2","1","2","2","1","1","5","5","5","4","5","4","4","2","1","2","2","6","5","6","6","1","2","1","1","1","1","1","2","2","1","1","1","2","1","2","2","2","3","3","3","1","1","2","1","2","3","3","2","2","3","2","1","1","2","2","2","1","1","1","2","5","5","6","6","6","2","3","3","1","1","1","3","2","1","2","1","2","2","1","4","3","4","3","3","1","1","1","1","2","3","3","2","3","2","2","2","2","2","2"
"cf94ee940956387358c23ed372b0e569042f79102677185ee6bed3caf8c7559e","20180118","1","1","1","1","100809","0","3","1","0","1","0","1","2","1","1","2","1","1","2","1","17","0","92","1","0","0","1","1","1","0","0","0","2","1","2","","","","","","","","","","","","","0","1","0","1","1","1","1","4","7","8","7","1","3","3","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","1","2","1","1","2","2","2","2","1","1","1","2","1","1","1","1","1","1","2","3","4","4","1","1","2","1","1","2","1","2","2","2","1","2","1","2","1","1","1","1","1","4","4","11","16","27","27","2","1","2","1","2","3","5","4","1","1","2","1","1","1","2","2","2","2","1","2","2","2","2","2","2","1","1","2","2","1","2","1","1","1","3","4","6","5","2","2","2","2","3","1","1","2","2","2","2","1","1","1","2","2","2","3","1","2","1","2","2","2","2","1","1","0","2","4","79","302","331","344","2","33","100","104","107","302","303","304","6","206","193","192","193","6","120"
"eeac272824550a97151e40388eff7e88018a38270d054d63f5cb1a1970e33133","20180202","1","1","0","0","100808","1","6","1","0","1","0","1","0","2","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","1","","","","","","","","","","","","","0","0","0","1","0","1","1","2","2","2","2","1","1","1","2","1","3","2","6","1","2","1","2","4","10","24","9","25","2","2","2","2","10","25","16","57.2","130.1","15","21","2","1","2","2","1","2","2","2","1","2","1","2","7","13","21","1","2","11","25","40","2","3","10","25","2","2","2","1","2","2","2","1","1","1","2","2","2","2","1","2","2","1","2","1","2","2","2","2","1","1","1","2","2","1","1","1","1","2","2","2","1","2","2","1","2","1","2","3","1","2","1","2","2","2","1","2","2","2","1","2","1","1","1","2","1","2","1","2","1","1","2","2","1","2","1","2","2","1","3","2","1","1","2","2","1","1","2","1","1","2","1","1","1","1","2","1","2","1","1","1","2","10","25","40","1","2","2","2","1","2","1","1","1","2","2","1","1","2","2","2","1","2","1","2","2","2","2","1","2","2","1","2","2","2","2","1","2","1","2","1","1","1","1","1","2","2","2","2","2","2","1","1","1","2","1","1","1","1","1","2","2","2","2","1","2","1","2","1","1","1","1","2","1","1","1","2","2","1","2","2","2","2","4","4","1","1","1","1","1","2","2"
"53b353b077f8edcea025903399afeefeb73c91d078a968ba7bbab254b4985f78","20180111","1","1","0","1","100809","0","2","2","1","1","1","2","2","1","0","2","2","1","2","1","24","1","115","0","0","1","1","1","1","0","1","1","1","1","1","","","","","","","","","","","","","0","1","0","0","1","0","1","3","4","4","4","2","2","4","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","1","2","1","1","1","1","1","2","2","1","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","1","2","1","1","2","1","1","1","1","1","2","2","1","1","2","1","2","2","3","9","13","12","12","2","2","2","1","2","2","2","1","1","2","1","1","2","2","2","1","1","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","1","1","2","2","1","2","2","2","1","2","2","2","2","1","1","1","3","3","1","2","3","1","1","1","1","1","1","1","2","1","1","2","32","198","276","301","301","21","105","142","160","160","301","301","302","97","301","221","221","221","77","221"
"80a7f156a79875e8f24c1990c519aa51954a72fb0c89285332e9116630334974","20180123","1","1","0","1","100809","1","4","2","1","1","0","2","1","2","2","0","1","1","1","1","12","1","63","0","1","1","0","0","0","1","1","1","1","0","1","","","","","","","","","","","","","1","1","0","0","0","1","1","1","1","2","2","1","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","2","1","2","1","2","1","2","2","1","1","1","1","1","1","2","2","2","1","2","2","2","2","1","2","1","1","1","1","1","2","1","2","2","2","1","1","1","1","2","1","2","1","1","4","5","10","2","2","2","2","2","1","1","1","2","1","1","2","1","2","2","2","2","1","2","1","1","2","1","2","2","2","2","1","2","1","1","2","1","2","1","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","1","1","2","2","2","2","1","1","2","1","1","1","2","1","1","0","2","42","153","298","393","520","18","67","88","105","110","301","301","302","86","302","215","215","216","68","215"
"c6a811f9d960f9b8613ad6f524bbd5a756c040c8bba1f500975655200fd3476d","20180110","0","0","0","1","100808","1","3","1","0","1","0","1","2","2","1","1","1","1","0","0","26","0","117","1","0","1","1","0","0","1","0","0","24","1","48","","","","","","","","","","","","","1","24","0","47","0","0","2","2","1","1","2","2","1","2","2","2","35","27","301","157","302","301","301","301","4","4","4","4","3","2","4","3","6","6","12.2","33.5","34.5","16.7","33.5","1","1","2","1","1","1","1","1","1","1","1","4","4","3","4","3","5","5","5","6","4","6","6","5","179","180","114","179","179","180","179","180","179","114","180","180","27","27","22","28","28","27","27","35","34","34","35","34","29","28","23","28","28","28","29","122","122","89","122","123","122","122","180","179","114","180","180","301","1","1","2","1","2","2","1","1","2","2","2","2","1","1","1","1","2","2","2","1","1","1","1","2","2","1","2","3","3","3","2","1","1","2","1","1","2","1","2","2","2","1","1","2","1","1","2","2","2","3","3","4","6","6","6","6","1","2","1","2","3","3","3","3","2","2","2","2","1","2","1","2","1","1","3","1","1","2","3","2","1","1","2","2","2","2","1","2","2","2","3","3","5","5","1","2","1","4","4","1","1","2","1","2","1","1","2","4","3","1","2","2","2","2","2","1","1","1","2","2","2","1","1","19","169","302","302","302","13","59","126","127","126","301","301","301","37","185","227","226","226","33","139"
"cd91b8b02a6da0df81e31572d53082502a4b393b16e4f5c87e1d91e95e761842","20180124","1","0","1","1","100810","1","4","1","1","1","1","0","1","0","1","2","0","0","0","1","1","1","0","0","0","0","1","1","1","1","1","0","1","0","1","","","","","","","","","","","","","0","0","0","1","1","1","1","1","1","1","1","2","1","2","2","1","1","1","4","2","1","3","3","4","2","2","2","2","2","1","1","7","31","77","0.3","22258","36041.9","8815.3","8814.3","1","2","2","3","3","2","2","2","3","3","3","3","6","15","19","4","3","4","3","3","3","3","4","3","1","2","1","1","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","1","1","1","1","2","2","1","1","2","1","1","2","2","2","1","2","1","2","1","2","1","2","1","2","4","2","1","2","1","2","2","2","1","2","1","2","1","1","1","1","2","2","1","1","2","2","1","1","1","1","2","2","1","2","2","1","2","2","1","1","1","2","2","2","1","1","1","1","2","2","1","1","2","2","2","2","3","4","3","4","4","1","1","2","1","1","2","4","4","1","1","1","1","2","2","2","1","1","1","2","2","2","1","2","2","2","4","3","4","2","1","2","1","2","1","2","3","3","4","2","1","2","1","1","1","1","2","1","2","1","1","3","4","4","4","4","3","1","2","2","1","1","1","1","2","1","1","1","2","2","3","3","3","1","1","1","1","1","4","4","3","1","2","1","1","2","1","2"
"ccc38fd490a8a71a619c6d37f92258217ee2a198d8835ce8cdfe787e4ea43039","20180120","1","0","1","1","100809","0","3","1","0","0","1","2","1","2","2","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","2","2","1","2","1","1","1","1","2","2","1","2","2","1","2","1","2","2","2","2","2","1","2","2","1","1","2","2","2","2","1","1","2","2","1","1","1","1","1","1","2","2","2","7","23","22","2","1","2","2","2","2","1","2","2","1","1","1","1","1","2","2","2","1","1","2","1","1","2","1","1","2","2","1","1","1","2","1","2","1","1","2","2","2","2","2","1","1","2","1","2","1","1","2","2","2","1","2","2","1","2","2","2","2","1","1","1","1","1","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
"9c892927407df44a2a9fb708c7b2b251db2c377b31a77682e80225ec00be42df","20180202","0","1","0","0","100810","1","6","1","1","1","1","2","1","2","2","1","1","2","0","0","3","1","8","1","1","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","1","1","1","1","2","2","2","1","2","2","2","1","2","2","2","2","1","2","3","3","2","2","2","2","1","1","1","1","1","2","2","1","1","2","2","1","1","1","2","1","2","2","4","10","37","91","1","2","1","3","2","2","1","3","1","2","2","2","2","1","2","3","1","2","3","1","2","1","3","1","1","1","2","2","2","1","2","2","2","1","2","1","5","6","2","1","2","4","4","1","2","2","2","2","1","2","2","1","1","1","2","1","2","1","1","2","1","2","1","1","0","0","2","10","74","243","393","918","6","26","106","143","165","301","312","318","48","205","168","169","170","35","104"
"d0e3cd94dabfb452121fac1158d4e168bdf48fc13a9ab80798b60903bb229ac4","20180131","1","0","2","0","","4","2","2","0","1","1","1","1","1","1","0","2","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","2","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","1","2","69","100","99","99","1","2","1","2","1","2","2","1","1","2","2","2","2","1","2","70","99","99","100","100","1","1","2","1","1","69","99","99","100","100","1","1","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9bcbe75d0d7565cdf67e1ae17345b82a7ee9a3b057111100d158a2818a839b01","20180115","1","0","1","0","","0","4","1","1","0","1","2","1","1","2","0","1","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191","260","261","261","191","1","1","1","1","1","2","2","2","2","3","3","4","4","2","1","1","3","3","3","3","2","1","2","2","1","2","2","2","1","1","2","1","1","2","2","1","1","2","1","2","1","6","18","23","24","191","261","260","260","221","302","302","301","26","28","27","27","131","159","159","159","260","260","261","182","257","257","257","21","192","216","339","376","15","112","125","182","182","118","302","301","301","302","105","258","258","259","259","1","2","2","2","1","2","1","1","1","3","2","2","2","1","2","1","1","1","2","1","0","2","0","2","","","","","","","","","","","","","","","","","","","",""
"9657491726a762e16aec2790e2a1675a120b0f81f4d9177333f19e86aa576bb8","20180110","0","0","1","1","100808","1","2","2","1","0","1","2","1","2","1","1","1","2","1","0","26","0","148","1","1","1","1","1","1","1","0","1","0","0","0","","","","","","","","","","","","","0","0","0","1","1","0","1","1","2","2","1","2","2","2","2","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","2","1","1","1","1","1","1","1","1","2","1","2","1","2","2","1","1","2","2","3","4","4","4","1","2","1","1","1","2","1","2","2","1","1","2","2","2","2","1","2","1","1","2","4","6","14","13","13","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","2","2","1","2","2","2","1","1","2","2","1","2","1","2","2","2","1","2","1","1","2","1","1","2","1","2","1","1","2","1","1","2","2","2","4","4","2","2","2","1","1","1","2","1","2","2","2","1","2","1","72","302","301","301","302","31","51","52","51","51","301","301","302","161","301","240","240","241","141","241"
"c01ea3ff700b9f69ba659eab2cc47c540f3218b2a0dcf4b96143fa42408329df","20180203","1","1","0","1","100807","1","6","2","1","2","1","0","0","2","1","1","1","2","2","1","2","0","4","1","0","1","0","0","0","0","1","1","2","0","2","","","","","","","","","","","","","0","0","0","0","1","0","1","1","4","7","7","2","1","2","5","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","1","1","1","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","1","1","2","2","1","2","2","2","1","2","1","2","2","1","2","2","2","2","2","1","1","1","1","1","1","2","1","2","2","1","1","1","1","1","1","2","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","1","1","2","2","1","1","2","2","1","2","1","2","2","1","1","2","1","1","2","1","2","1","2","2","1","1","2","2","2","2","2","1","2","1","1","2","0","0","1","0","26","171","208","344","831","19","69","81","123","151","302","306","322","80","302","194","198","197","60","195"
"7eda61be23bc9b6d63653df8f7cf1cad8005a066a89ed8a5a74428b59df511cd","20180124","0","0","0","1","100113","0","7","1","0","2","1","2","1","1","2","2","1","2","0","1","0","1","1","0","1","1","1","1","1","0","0","","","","","2","2","4","3","4","1","1","4","4","5","1","1","","","","","0","1","","","","","","","","","","","2","1","2","1","2","2","1","2","15","39","15","39","2","1","2","4","17","40","501","5822","9586.4","595.5","5178","2","1","1","2","1","1","1","2","2","1","1","3","7","15","19","2","10","14","30","38","3","11","16","41","1","1","2","1","1","2","1","1","1","1","2","1","1","2","2","2","2","2","1","2","1","2","1","1","1","1","1","2","1","2","2","2","2","2","1","1","2","1","1","1","2","1","2","1","2","2","2","1","2","2","2","1","1","2","2","1","1","1","1","2","1","1","1","1","2","1","1","3","2","1","2","3","3","4","4","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","1","1","2","2","1","4","12","17","40","49","2","1","1","1","1","1","2","5","1","1","2","2","2","2","2","1","1","1","1","2","1","1","2","1","1","2","1","2","1","2","1","2","1","1","1","1","6","7","2","1","1","2","2","2","2","2","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","1","1","0","1","2","1","1","1","1","2","2","1","2","2","1","2","1","1","2","2","2","1","2","2"
